   0.0734947  0.00512461 4.24491e-05
    0.220484   0.0335852 0.000107797
    0.367473   0.0879566 0.000174129
    0.514463    0.163686 0.000231426
    0.661452    0.252382 0.000289472
    0.808441    0.338898 0.000330185
    0.955431    0.416404 0.000366652
     1.10242    0.479347 0.000393521
     1.24941    0.524191 0.000408225
      1.3964    0.554259 0.000417997
     1.54339    0.556956 0.000425752
     1.69038    0.541739  0.00041713
     1.83737    0.504255 0.000402931
     1.98436    0.457711 0.000386366
     2.13135     0.39872 0.000360362
     2.27833    0.339817  0.00033281
     2.42532     0.28237 0.000305654
     2.57231    0.225022 0.000273131
      2.7193     0.17687 0.000241183
     2.86629    0.135672  0.00021271
     3.01328    0.100815 0.000183341
     3.16027   0.0727382 0.000155801
     3.30726   0.0522852 0.000131064
     3.45425   0.0357439 0.000109313
     3.60124   0.0244581 9.13945e-05
     3.74823   0.0162785 7.44274e-05
     3.89522   0.0101972 5.91262e-05
     4.04221  0.00665296 4.83553e-05
      4.1892  0.00415801 3.79476e-05
     4.33619   0.0023757 2.88117e-05
