#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -3.8061     -3.8061           0
           2    -3.80711    -3.80661 0.000356018
           3    -3.80696    -3.80672 0.000256017
           4    -3.80713    -3.80682 0.000210979
           5    -3.80792    -3.80704 0.000258534
           6    -3.80777    -3.80716 0.000242307
           7    -3.80817    -3.80731 0.000246899
           8    -3.80758    -3.80734 0.000218294
           9    -3.80669    -3.80727 0.000205696
          10    -3.80869    -3.80741 0.000228896
