       0.132    0.014201  0.00136895
       0.396    0.103974  0.00398172
        0.66    0.248187  0.00473867
       0.924    0.397173  0.00715609
       1.188    0.511855  0.00722357
       1.452    0.551438    0.005231
       1.716    0.527666  0.00689353
        1.98    0.457057  0.00649747
       2.244    0.353483   0.0073478
       2.508    0.247373  0.00505744
       2.772    0.165323  0.00630152
       3.036     0.10108  0.00362512
         3.3   0.0568322  0.00242659
       3.564   0.0263819    0.001458
       3.828   0.0145412  0.00118253
       4.092  0.00585368 0.000802511
       4.356  0.00248667  0.00064828
        4.62   0.0017782   0.0005788
       4.884 0.000740039 0.000418515
       5.148 0.000280584 0.000266185
       5.412 1.40292e-05 1.33092e-05
       5.676 1.40292e-05 1.33092e-05
        5.94 2.10438e-05 1.99639e-05
       6.204 4.55948e-05 4.32551e-05
       6.468 8.06678e-05 7.65282e-05
       6.732           0           0
       6.996           0           0
        7.26           0           0
       7.524           0           0
       7.788           0           0
