1   444.875    487.942
2   439.751    473.426
3   423.63    461.945
4   415.103    450.175
5   409.95    436.575
6   403.88    425.396
7   402.455    418.685
8   394.415    412.118
9   393.361    408.31
10   388.431    405.239
11   387.697    401.822
12   381.005    396.339
13   378.453    393.52
14   369.816    388.279
15   363.166    382.646
16   347.716    371.915
17   341.588    363.527
18   341.571    355.025
19   334.386    350.016
20   324.075    344.858
21   324.075    339.769
22   314.181    335.948
23   314.181    330.459
24   313.895    326.891
25   310.097    321.096
26   305.315    317.95
27   303.297    316.271
28   302.34    312.825
29   297.373    309.423
30   294.19    307.406
31   293.451    304.577
32   292.047    300.908
33   290.449    299.26
34   283.752    296.119
35   283.752    294.552
36   279.13    290.854
37   278.798    288.224
38   272.99    286.785
39   265.838    282.77
40   264.01    280.989
41   263.334    276.858
42   261.901    273.942
43   261.257    271.311
44   260.781    270.415
45   258.858    267.06
46   257.979    266.88
47   254.104    266.109
48   253.974    267.507
49   253.076    265.018
50   251.985    263.233
51   247.302    260.471
52   243.875    258.199
53   242.182    255.658
54   240.826    253.863
55   238.27    250.635
56   234.135    247.384
57   228.619    244.922
58   228.619    242.39
59   228.619    239.468
60   228.239    235.958
61   224.002    234.124
62   220.367    233.976
63   216.061    230.513
64   213.6    229.476
65   213.6    229.381
66   209.419    226.885
67   209.419    225.544
68   208.841    221.329
69   204.878    216.633
70   202.273    217.067
71   200.239    214.077
72   198.599    212.739
73   196.654    211.42
74   194.225    208.593
75   194.225    207.502
76   193.754    205.065
77   193.754    206.252
78   192.393    203.376
79   192.393    202.105
80   192.393    201.54
81   187.135    200.338
82   186.326    199.721
83   186.326    196.635
84   186.326    196.528
85   186.326    194.08
86   186.326    191.181
87   186.175    189.61
88   183.77    189.056
89   183.77    189.422
90   183.77    189.779
91   183.77    192.077
92   180.636    191.24
93   180.636    192.342
94   180.636    192.304
95   176.809    189.399
96   176.809    186.443
97   176.809    183.901
98   173.873    182.684
99   172.843    182.143
100   171.639    181.592
101   171.639    180.661
102   170.01    178.662
103   169.759    176.801
104   169.474    176.443
105   168.17    175.46
106   168.17    173.954
107   159.182    172.258
108   158.93    171.662
109   158.567    168.695
110   158.354    167.467
111   158.044    165.486
112   158.044    164.251
113   156.957    162.055
114   156.654    161.61
115   155.365    160.416
116   150.929    159.389
117   150.929    159.483
118   149.64    158.777
119   149.64    157.235
120   149.612    154.953
121   146.965    153.098
122   146.965    152.061
123   145.922    151.949
124   145.922    152.164
125   142.205    153.024
126   142.205    151.223
127   142.163    149.456
128   142.163    148.988
129   141.816    146.536
130   141.775    146.177
131   141.775    144.277
132   141.775    144.483
133   141.775    143.591
134   141.775    142.992
135   139.692    143.656
136   139.692    143.451
137   139.692    143.047
138   139.692    143.395
139   139.692    145.516
140   139.692    145.59
141   138.287    148.256
142   139.692    151.51
143   139.692    151.627
144   137.886    151.85
145   137.253    148.97
146   137.253    147.657
147   136.481    145.157
148   136.481    144.343
149   136.034    145.517
150   135.546    144.686
151   135.546    142.314
152   135.405    143.056
153   135.199    140.979
154   134.918    140.34
155   134.744    142.08
156   133.655    141.344
157   133.655    138.234
158   133.655    137.925
159   133.655    138.701
160   133.655    139.16
161   132.787    138.699
162   132.613    138.389
163   132.613    135.554
164   132.613    134.442
165   132.109    134.588
166   132.109    137.769
167   131.996    135.321
168   130.776    137.774
169   130.776    136.692
170   130.119    136.08
171   130.119    136.017
172   130.119    134.565
173   130.119    133.898
174   130.119    135.57
175   129.475    136.113
176   129.475    134.42
177   129.475    133.14
178   129.299    132.612
179   129.299    133.946
180   129.085    134.659
181   129.085    134.746
182   128.223    134.514
183   128.223    135.702
184   128.223    135.852
185   127.249    135.756
186   127.249    137.31
187   125.545    135.151
188   125.545    133.944
189   125.539    134.327
190   125.539    130.878
191   125.387    129.94
192   125.366    130.842
193   125.366    131.243
194   124.587    130.443
195   124.587    132.362
196   124.587    132.298
197   122.432    130.644
198   122.432    131.395
199   122.432    132.288
200   122.432    130.795
201   121.109    129.339
202   120.176    127.202
203   119.538    125.707
204   119.115    123.734
205   119.115    123.195
206   119.115    125.066
207   119.115    123.576
208   118.792    123.725
209   118.792    126.123
210   118.792    125.908
211   118.214    125.497
212   117.903    126.124
213   117.325    123.613
214   117.075    122.396
215   117.075    121.06
216   117.075    121.211
217   117.075    121.718
218   117.075    121.585
219   117.075    121.449
220   116.357    120.375
221   116.357    120.908
222   112.859    120.346
223   112.859    121.194
224   112.859    121.998
225   112.859    124.047
226   112.859    123.705
227   112.859    123.12
228   112.859    122.947
229   112.859    120.302
230   112.859    119.014
231   112.859    119.679
232   112.859    118.019
233   112.859    116.877
234   112.859    117.37
235   112.7    119.384
236   112.7    119.022
237   112.634    117.668
238   112.634    118.611
239   112.634    117.361
240   112.634    117.169
241   112.458    117.195
242   112.458    117.538
243   112.458    118.586
244   111.869    117.97
245   111.869    116.842
