1   436.983    495.26
2   433.1    475.108
3   419.766    455.919
4   411.483    443.342
5   392.16    432.753
6   384.425    420.533
7   378.261    406.435
8   372.969    396.977
9   368.817    390.398
10   358.083    381.897
11   357.429    375.17
12   357.429    371.844
13   350.53    370.532
14   342.082    364.764
15   333.431    357.53
16   330.623    352.378
17   330.623    344.176
18   326.154    339.683
19   324.113    336.332
20   321.225    332.126
21   317.154    329.096
22   314.548    326.823
23   310.156    323.305
24   308.579    318.875
25   304.061    316.818
26   300.005    312.678
27   296.619    311.19
28   291.685    308.207
29   285.237    303.035
30   285.237    298.795
31   284.59    295.102
32   283.172    290.636
33   282.498    289.146
34   280.926    287.126
35   274.769    285.577
36   274.769    285.174
37   272.279    283.54
38   269.697    280.689
39   262.406    279.155
40   262.406    277.946
41   262.406    275.475
42   262.406    271.904
43   257.51    267.526
44   255.295    265.725
45   254.341    262.427
46   253.404    260.846
47   247.333    260.94
48   241.502    259.685
49   241.502    255.267
50   237.377    250.561
51   237.158    250.019
52   233.55    247.043
53   233.55    243.857
54   233.033    240.954
55   230.703    239.721
56   229.55    236.508
57   229.55    235.442
58   228.149    233.723
59   225.365    232.578
60   225.365    231.746
61   223.502    229.319
62   223.252    227.979
63   223.252    227.463
64   222.291    227.24
65   220.108    226.477
66   217.29    225.877
67   215.002    224.533
68   213.715    222.228
69   212.703    221.959
70   212.703    220.027
71   210.971    219.57
72   209.442    217.416
73   209.442    214.381
74   208.393    214.393
75   208.393    215.288
76   208.078    215.825
77   208.078    214.573
78   207.502    213.837
79   205.408    212.747
80   205.408    212.54
81   204.08    212.077
82   203.316    210.623
83   202.688    211.163
84   202.688    210.105
85   202.68    209.502
86   201.465    207.564
87   196.692    206.377
88   196.692    205.69
89   193.987    204.512
90   193.987    203.396
91   192.085    200.708
92   192.085    199.666
93   192.085    199.214
94   186.48    197.73
95   186.48    197.251
96   186.064    196.495
97   186.064    194.039
98   183.973    192.946
99   182.071    193.044
100   182.071    191.386
101   179.35    190.728
102   178.129    190.598
103   178.021    188.645
104   177.254    186.039
105   175.924    184.579
106   175.924    183.944
107   175.857    180.461
108   174.43    179.24
109   174.43    179.052
110   174.43    181.111
111   173.416    181.089
112   172.02    180.684
113   168.996    180.167
114   168.996    179.728
115   168.09    180.088
116   167.663    178.206
117   167.663    178.945
118   167.319    179.709
119   167.152    179.091
120   167.152    178.48
121   166.427    174.798
122   165.854    172.742
123   163.955    172.383
124   163.955    172.214
125   163.955    172.607
126   163.955    171.412
127   163.955    169.451
128   163.955    167.26
129   163.955    168.15
130   163.955    168.192
131   163.955    168.496
132   163.901    168.39
133   162.554    167.461
134   162.554    167.017
135   161.357    165.501
136   160.81    166.985
137   160.356    166.616
138   160.356    166.388
139   160.356    167.973
140   160.356    163.829
141   159.973    163.94
142   158.327    162.791
143   157.484    162.826
144   156.209    165.28
145   156.209    166.173
146   156.209    167.351
147   156.209    165.482
148   156.209    166.479
149   156.209    165.199
150   156.209    165.074
151   156.209    163.183
152   155.784    162.868
153   155.784    160.687
154   155.784    162.148
155   155.245    159.466
156   154.678    160.263
157   154.253    159.096
158   148.502    158.325
159   148.502    158.885
