    0.126667  0.00919956 0.000589415
        0.38   0.0676827  0.00177852
    0.633333    0.169156   0.0034891
    0.886667    0.289455  0.00287391
        1.14    0.387606  0.00415409
     1.39333    0.463136  0.00445251
     1.64667    0.484682  0.00343578
         1.9    0.471985  0.00334193
     2.15333     0.42803  0.00500273
     2.40667    0.353081  0.00382092
        2.66    0.271246  0.00278805
     2.91333    0.201393  0.00252215
     3.16667    0.135029  0.00139192
        3.42   0.0886038  0.00192274
     3.67333   0.0557237  0.00135548
     3.92667   0.0323794  0.00107648
        4.18   0.0194189  0.00117864
     4.43333   0.0105117  0.00112989
     4.68667  0.00488304 0.000809528
        4.94  0.00206506  0.00032314
     5.19333  0.00105629 0.000226222
     5.44667 0.000467836  0.00011263
         5.7 0.000307018 0.000100389
     5.95333 0.000182749 8.86283e-05
     6.20667 8.77193e-05 6.24989e-05
        6.46           0           0
     6.71333           0           0
     6.96667           0           0
        7.22           0           0
     7.47333           0           0
