# VELOCITY:     AVE_POFV:        ERROR:
     1.73333    0.473307   0.0192968
           2    0.452572   0.0129916
     2.26667    0.386751  0.00999641
     2.53333    0.411447    0.056349
         2.8    0.302376   0.0146412
     3.06667    0.216428   0.0184821
     3.33333    0.125033   0.0134845
         3.6   0.0751953   0.0101169
     3.86667   0.0240668    0.005273
     4.13333   0.0188043  0.00415787
         4.4  0.00833333  0.00201928
     4.66667  0.00115017 0.000494972
     4.93333  0.00108507 0.000851728
         5.2 0.000672743 0.000438061
     5.46667 0.000271267 0.000266995
     5.73333 0.000173611 0.000170877
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0142151  0.00371203
         0.4   0.0682449  0.00719154
    0.666667    0.143981  0.00849528
    0.933333    0.246475   0.0165611
         1.2    0.366846   0.0219124
     1.46667    0.425863   0.0193713
     1.73333     0.47217   0.0187456
           2    0.452031   0.0126092
     2.26667    0.383344   0.0102578
     2.53333    0.407776   0.0547609
         2.8    0.301063   0.0142564
     3.06667      0.2133   0.0181848
     3.33333    0.124011   0.0131145
         3.6   0.0757365  0.00982476
     3.86667   0.0236111  0.00513287
     4.13333   0.0186974  0.00403325
         4.4  0.00912247  0.00210665
     4.66667  0.00137837  0.00052997
     4.93333  0.00105219 0.000826552
         5.2 0.000652357 0.000425261
     5.46667 0.000263047 0.000259031
     5.73333  0.00016835  0.00016578
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0147672  0.00364368
         0.4   0.0671569  0.00706186
    0.666667    0.146099   0.0085052
    0.933333    0.251246   0.0167471
         1.2    0.367034   0.0212688
     1.46667    0.431036     0.01948
     1.73333    0.470884   0.0182382
           2    0.450603   0.0123189
     2.26667    0.378482   0.0110482
     2.53333    0.406424    0.053167
         2.8    0.298856   0.0140068
     3.06667    0.211918   0.0177024
     3.33333    0.124581   0.0127412
         3.6    0.075337  0.00954391
     3.86667   0.0236009  0.00498191
     4.13333   0.0193525  0.00396748
         4.4   0.0092116  0.00204658
     4.66667  0.00133783 0.000515931
     4.93333  0.00102124 0.000802821
         5.2  0.00063317 0.000413186
     5.46667  0.00025531 0.000251528
     5.73333 0.000163399 0.000160978
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0147321  0.00353974
         0.4   0.0672718  0.00686103
    0.666667    0.148681  0.00864515
    0.933333    0.256349   0.0170284
         1.2     0.36631   0.0206734
     1.46667    0.434464   0.0192228
     1.73333    0.469385   0.0177787
           2    0.445308   0.0130554
     2.26667    0.375893   0.0110318
     2.53333    0.406319    0.051648
         2.8    0.299921    0.013647
     3.06667    0.210942   0.0172235
     3.33333    0.124137   0.0123849
         3.6   0.0754663  0.00927211
     3.86667   0.0234722  0.00484123
     4.13333   0.0189286  0.00387671
         4.4  0.00910714  0.00199077
     4.66667   0.0012996 0.000502604
     4.93333 0.000992063 0.000780413
         5.2 0.000615079 0.000401776
     5.46667 0.000248016 0.000244447
     5.73333  0.00015873 0.000156446
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0143229  0.00346499
         0.4   0.0665799  0.00670524
    0.666667    0.152874  0.00936709
    0.933333    0.259336   0.0168154
         1.2    0.368133   0.0201794
     1.46667    0.435571   0.0187207
     1.73333    0.467323    0.017404
           2    0.442052   0.0130923
     2.26667    0.377807   0.0108901
     2.53333    0.402836   0.0503307
         2.8     0.29865   0.0133269
     3.06667    0.209414   0.0168127
     3.33333    0.124228   0.0120412
         3.6   0.0766879  0.00909467
     3.86667   0.0236786  0.00471115
     4.13333   0.0184317  0.00380073
         4.4  0.00885417  0.00195148
     4.66667   0.0012635 0.000489937
     4.93333 0.000964506 0.000759222
         5.2 0.000597994 0.000390979
     5.46667 0.000241127 0.000237754
     5.73333 0.000154321 0.000152163
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0147147  0.00339342
         0.4   0.0666573  0.00652447
    0.666667    0.155574  0.00949511
    0.933333     0.26144   0.0164919
         1.2    0.370561   0.0197796
     1.46667    0.437369   0.0183008
     1.73333    0.462979   0.0174674
           2    0.439715   0.0129455
     2.26667    0.380837   0.0110094
     2.53333    0.398536   0.0491538
         2.8     0.29726    0.013039
     3.06667    0.208803   0.0163695
     3.33333     0.12378   0.0117241
         3.6   0.0777309  0.00890847
     3.86667   0.0241179  0.00460425
     4.13333   0.0181776  0.00370649
         4.4  0.00861486  0.00191335
     4.66667  0.00122935 0.000477884
     4.93333 0.000938438 0.000739149
         5.2 0.000581832 0.000380746
     5.46667  0.00023461 0.000231417
     5.73333  0.00015015 0.000148107
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0144554  0.00331401
         0.4   0.0662281  0.00636687
    0.666667    0.156122  0.00926103
    0.933333    0.263277   0.0161599
         1.2    0.372003   0.0193116
     1.46667    0.440196   0.0180362
     1.73333    0.462491   0.0170145
           2    0.440707   0.0126428
     2.26667    0.381725   0.0107554
     2.53333    0.394115   0.0480586
         2.8    0.295879   0.0127688
     3.06667    0.207529   0.0159881
     3.33333    0.122697   0.0114655
         3.6   0.0786458  0.00872089
     3.86667   0.0245431  0.00450269
     4.13333   0.0179459  0.00361618
         4.4  0.00838816  0.00187638
     4.66667    0.001197 0.000466402
     4.93333 0.000913743 0.000720111
         5.2  0.00056652 0.000371034
     5.46667 0.000228436  0.00022541
     5.73333 0.000146199 0.000144262
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0140848   0.0032497
         0.4   0.0657585  0.00622091
    0.666667    0.155039  0.00908666
    0.933333    0.264752   0.0158128
         1.2    0.374733   0.0190084
     1.46667    0.442352   0.0177022
     1.73333    0.463426   0.0166039
           2    0.444462   0.0128642
     2.26667    0.381161   0.0104944
     2.53333    0.390198   0.0469857
         2.8    0.292067   0.0129979
     3.06667    0.207229    0.015581
     3.33333    0.121661   0.0112182
         3.6   0.0789619  0.00850301
     3.86667    0.025365  0.00446162
     4.13333   0.0176015  0.00353982
         4.4  0.00817308  0.00184055
     4.66667  0.00116631 0.000455452
     4.93333 0.000890313 0.000702027
         5.2 0.000551994 0.000361804
     5.46667 0.000222578 0.000219706
     5.73333  0.00014245 0.000140612
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333    0.013967  0.00317059
         0.4    0.065842  0.00606595
    0.666667    0.154887  0.00886076
    0.933333    0.265651    0.015443
         1.2    0.376398   0.0186059
     1.46667    0.446953   0.0178475
     1.73333    0.464045   0.0162003
           2    0.443099   0.0126146
     2.26667    0.381814   0.0102524
     2.53333    0.386701    0.045941
         2.8    0.289097   0.0130078
     3.06667    0.208889   0.0152796
     3.33333    0.120347   0.0110144
         3.6   0.0789497  0.00829044
     3.86667   0.0249306  0.00437118
     4.13333   0.0175608  0.00345156
         4.4  0.00796875  0.00180585
     4.66667  0.00113715 0.000444998
     4.93333 0.000868056 0.000684829
         5.2 0.000538194 0.000353022
     5.46667 0.000217014 0.000214284
     5.73333 0.000138889 0.000137142
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0136264  0.00311151
         0.4   0.0651931  0.00595261
    0.666667    0.156047  0.00872019
    0.933333    0.265193   0.0150731
         1.2     0.38064   0.0186296
     1.46667    0.451067   0.0178801
     1.73333    0.460815   0.0161241
           2    0.443369   0.0123098
     2.26667    0.381335   0.0100135
     2.53333    0.385484   0.0448366
         2.8    0.285942   0.0130677
     3.06667    0.211399   0.0151117
     3.33333    0.118758   0.0108598
         3.6   0.0790735  0.00808916
     3.86667   0.0243225  0.00430665
     4.13333   0.0171325  0.00339385
         4.4  0.00777439  0.00177223
     4.66667  0.00110942 0.000435008
     4.93333 0.000846883 0.000668453
         5.2 0.000525068 0.000344656
     5.46667 0.000211721 0.000209123
     5.73333 0.000135501 0.000133839
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0133019  0.00305429
         0.4   0.0645999  0.00584036
    0.666667    0.157746  0.00867662
    0.933333    0.261996   0.0150495
         1.2    0.385665   0.0188514
     1.46667    0.456614   0.0182945
     1.73333    0.457035    0.016177
           2    0.443304   0.0120169
     2.26667    0.381729  0.00978288
     2.53333    0.382168   0.0438916
         2.8    0.286343   0.0127627
     3.06667    0.213029   0.0148395
     3.33333    0.117237   0.0107072
         3.6   0.0784144  0.00792337
     3.86667   0.0237434  0.00424287
     4.13333   0.0167245  0.00333747
         4.4  0.00758929  0.00173967
     4.66667    0.001083 0.000425452
     4.93333  0.00082672 0.000652842
         5.2 0.000512566 0.000336677
     5.46667  0.00020668 0.000204205
     5.73333 0.000132275 0.000130691
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0129926  0.00299888
         0.4   0.0647368  0.00570614
    0.666667    0.158826  0.00854173
    0.933333     0.26099   0.0147331
         1.2    0.389115   0.0187261
     1.46667    0.458212   0.0179387
     1.73333    0.455798   0.0158481
           2    0.442224   0.0117858
     2.26667    0.381549  0.00955704
     2.53333    0.380806    0.042892
         2.8    0.286999   0.0124828
     3.06667    0.214656   0.0145833
     3.33333    0.116061   0.0105226
         3.6   0.0773094  0.00781577
     3.86667     0.02328  0.00416942
     4.13333   0.0163356  0.00328244
         4.4  0.00741279  0.00170815
     4.66667  0.00105782 0.000416302
     4.93333 0.000807494 0.000637942
         5.2 0.000500646 0.000329058
     5.46667 0.000201873 0.000199512
     5.73333 0.000129199 0.000127688
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0126973  0.00294523
         0.4   0.0645202  0.00558057
    0.666667    0.159288   0.0083601
    0.933333      0.2616   0.0144109
         1.2    0.392677   0.0186361
     1.46667    0.457813   0.0175355
     1.73333    0.456834   0.0155217
           2    0.441888   0.0115228
     2.26667    0.381913  0.00934677
     2.53333    0.378598   0.0419739
         2.8    0.287034   0.0121991
     3.06667    0.213834   0.0142751
     3.33333    0.115183     0.01032
         3.6    0.076886   0.0076496
     3.86667   0.0233902  0.00407611
     4.13333   0.0159643  0.00322876
         4.4  0.00724432  0.00167761
     4.66667  0.00103378 0.000407535
     4.93333 0.000789141 0.000623708
         5.2 0.000489268 0.000321776
     5.46667 0.000197285 0.000195031
     5.73333 0.000126263  0.00012482
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0124769  0.00288802
         0.4   0.0645833  0.00545691
    0.666667    0.159568    0.008179
    0.933333    0.264128   0.0143106
         1.2    0.393488   0.0182396
     1.46667    0.459599   0.0172366
     1.73333     0.45919   0.0153546
           2    0.438634    0.011717
     2.26667    0.379375  0.00947735
     2.53333    0.379198   0.0410454
         2.8    0.286466   0.0119413
     3.06667    0.213904    0.013958
     3.33333    0.116003   0.0101232
         3.6   0.0752469  0.00765321
     3.86667   0.0228704  0.00401854
     4.13333   0.0156096  0.00317644
         4.4  0.00708333  0.00164804
     4.66667   0.0010108 0.000399125
     4.93333 0.000771605 0.000610094
         5.2 0.000478395 0.000314809
     5.46667 0.000192901 0.000190746
     5.73333 0.000123457 0.000122077
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0122056  0.00283794
         0.4   0.0648173   0.0053433
    0.666667     0.16053  0.00805757
    0.933333    0.264825   0.0140165
         1.2    0.394988   0.0179047
     1.46667    0.462009   0.0170296
     1.73333    0.462236   0.0153199
           2    0.433892   0.0123849
     2.26667    0.378042   0.0093646
     2.53333    0.379589    0.040155
         2.8    0.284835   0.0117925
     3.06667    0.214274   0.0136595
     3.33333    0.116667  0.00992488
         3.6   0.0739961  0.00758836
     3.86667   0.0223732  0.00396181
     4.13333   0.0152702  0.00312546
         4.4  0.00692935  0.00161939
     4.66667 0.000988829 0.000391053
     4.93333 0.000754831 0.000597062
         5.2 0.000467995 0.000308137
     5.46667 0.000188708 0.000186645
     5.73333 0.000120773 0.000119453
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0119459  0.00278942
         0.4   0.0636155  0.00536306
    0.666667    0.160986  0.00789901
    0.933333    0.263904   0.0137485
         1.2      0.3987   0.0179044
     1.46667    0.464879   0.0169073
     1.73333    0.463933   0.0150877
           2    0.432772   0.0121719
     2.26667    0.375266  0.00956796
     2.53333     0.37927   0.0393019
         2.8    0.283474   0.0116199
     3.06667    0.214066   0.0133704
     3.33333     0.11858  0.00989643
         3.6   0.0725177  0.00756954
     3.86667   0.0218972  0.00390601
     4.13333   0.0149453  0.00307581
         4.4  0.00678191  0.00159163
     4.66667  0.00096779 0.000383298
     4.93333 0.000738771 0.000584574
         5.2 0.000458038 0.000301742
     5.46667 0.000184693 0.000182717
     5.73333 0.000118203 0.000116939
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333    0.011697  0.00274238
         0.4   0.0627966  0.00531349
    0.666667    0.161249  0.00773882
    0.933333    0.262703   0.0135144
         1.2    0.399942   0.0175744
     1.46667    0.468887   0.0170236
     1.73333    0.464598    0.014788
           2    0.433304     0.01193
     2.26667    0.372584  0.00973729
     2.53333    0.378957   0.0384844
         2.8    0.283869   0.0113846
     3.06667    0.212768   0.0131548
     3.33333    0.119133  0.00970571
         3.6   0.0722946  0.00741513
     3.86667   0.0215278  0.00384207
     4.13333    0.014634  0.00302745
         4.4  0.00664063  0.00156473
     4.66667 0.000947627 0.000375843
     4.93333  0.00072338 0.000572598
         5.2 0.000448495 0.000295606
     5.46667 0.000180845 0.000178951
     5.73333 0.000115741 0.000114529
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0115292  0.00269155
         0.4   0.0628543  0.00520536
    0.666667     0.16155  0.00758677
    0.933333    0.262691   0.0132386
         1.2    0.401998   0.0173356
     1.46667     0.47247    0.017049
     1.73333    0.462861   0.0145878
           2     0.43254    0.011711
     2.26667    0.371868  0.00956485
     2.53333    0.379563   0.0377038
         2.8    0.282228   0.0112698
     3.06667    0.212805   0.0128864
     3.33333    0.118431  0.00953301
         3.6   0.0723143  0.00726383
     3.86667   0.0210884  0.00378869
     4.13333   0.0143353  0.00298035
         4.4   0.0065051  0.00153865
     4.66667 0.000928288  0.00036867
     4.93333 0.000708617 0.000561103
         5.2 0.000439342 0.000289715
     5.46667 0.000177154 0.000175337
     5.73333 0.000113379 0.000112216
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0120139  0.00268101
         0.4   0.0631667  0.00511062
    0.666667    0.161181  0.00744405
    0.933333    0.264285   0.0130694
         1.2    0.402958   0.0170155
     1.46667    0.475007   0.0168957
     1.73333    0.460937   0.0144223
           2    0.432576   0.0114768
     2.26667    0.370785  0.00943469
     2.53333    0.379264   0.0369509
         2.8    0.280854   0.0111279
     3.06667    0.213181   0.0126341
     3.33333    0.118521  0.00934277
         3.6   0.0718611  0.00713268
     3.86667   0.0206667  0.00373632
     4.13333   0.0140486  0.00293451
         4.4    0.006375  0.00151337
     4.66667 0.000909722 0.000361764
     4.93333 0.000694444  0.00055006
         5.2 0.000430556 0.000284054
     5.46667 0.000173611 0.000171866
     5.73333 0.000111111 0.000109994
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0122141   0.0026359
         0.4   0.0633919  0.00501537
    0.666667    0.160975  0.00730093
    0.933333      0.2657   0.0128895
         1.2    0.406985   0.0171517
     1.46667    0.474598   0.0165694
     1.73333    0.457448   0.0145555
           2    0.434416   0.0113982
     2.26667    0.369846  0.00929627
     2.53333    0.378772   0.0362296
         2.8    0.279548   0.0109861
     3.06667    0.212275   0.0124188
     3.33333     0.11922  0.00918569
         3.6    0.071875  0.00699283
     3.86667   0.0204385  0.00367002
     4.13333   0.0137731  0.00288987
         4.4     0.00625  0.00148885
     4.66667 0.000891885  0.00035511
     4.93333 0.000680828 0.000539443
         5.2 0.000422113  0.00027861
     5.46667 0.000170207  0.00016853
     5.73333 0.000108932 0.000107859
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0120994   0.0025877
         0.4   0.0634415  0.00491917
    0.666667    0.161432  0.00717479
    0.933333     0.26644   0.0126629
         1.2    0.409155   0.0169585
     1.46667    0.475828   0.0162963
     1.73333    0.455596    0.014393
           2    0.436866   0.0114393
     2.26667    0.367087  0.00951805
     2.53333    0.378265   0.0355364
         2.8     0.27924   0.0107791
     3.06667    0.211138   0.0122319
     3.33333    0.119745  0.00902404
         3.6   0.0717348  0.00685976
     3.86667   0.0200654  0.00361835
     4.13333   0.0135083   0.0028464
         4.4  0.00612981  0.00146506
     4.66667 0.000874733 0.000348695
     4.93333 0.000667735 0.000529228
         5.2 0.000413996  0.00027337
     5.46667 0.000166934 0.000165321
     5.73333 0.000106838 0.000105805
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0125262  0.00257384
         0.4   0.0631093  0.00483756
    0.666667    0.162389  0.00710296
    0.933333    0.266523   0.0124242
         1.2    0.409984   0.0166588
     1.46667    0.479206   0.0163352
     1.73333     0.45452   0.0141616
           2    0.436779   0.0112238
     2.26667    0.367178  0.00933889
     2.53333    0.377149   0.0348835
         2.8    0.276795   0.0108495
     3.06667    0.210561   0.0120148
     3.33333    0.119418  0.00885968
         3.6   0.0727201  0.00680073
     3.86667   0.0196868  0.00356983
     4.13333   0.0132534  0.00280409
         4.4  0.00601415  0.00144198
     4.66667 0.000858229 0.000342506
     4.93333 0.000655136 0.000519392
         5.2 0.000406184 0.000268324
     5.46667 0.000163784 0.000162232
     5.73333 0.000104822 0.000103828
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0133166  0.00264476
         0.4   0.0628472  0.00475507
    0.666667    0.162011  0.00698143
    0.933333     0.26677   0.0121966
         1.2    0.411182   0.0163933
     1.46667    0.481938   0.0162595
     1.73333     0.45443   0.0138996
           2      0.4375    0.011039
     2.26667    0.366004  0.00923936
     2.53333    0.376723   0.0342401
         2.8    0.274164   0.0109629
     3.06667    0.209375   0.0118506
     3.33333    0.119541  0.00869647
         3.6   0.0731674  0.00668949
     3.86667   0.0199717  0.00351507
     4.13333    0.013008  0.00276288
         4.4  0.00590278  0.00141957
     4.66667 0.000842335 0.000336532
     4.93333 0.000643004 0.000509915
         5.2 0.000398663  0.00026346
     5.46667 0.000160751 0.000159256
     5.73333 0.000102881 0.000101924
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0137058  0.00262515
         0.4   0.0630303  0.00467213
    0.666667    0.161667    0.006863
    0.933333    0.267854   0.0120229
         1.2    0.411553   0.0160995
     1.46667    0.484205   0.0161211
     1.73333    0.454129   0.0136501
           2    0.437342   0.0108394
     2.26667    0.366389  0.00907937
     2.53333    0.375152   0.0336536
         2.8    0.271534   0.0110746
     3.06667    0.208952   0.0116427
     3.33333    0.119817  0.00854273
         3.6   0.0737563  0.00659373
     3.86667   0.0202399  0.00346138
     4.13333   0.0127715  0.00272275
         4.4  0.00579545  0.00139781
     4.66667  0.00082702 0.000330761
     4.93333 0.000631313 0.000500778
         5.2 0.000391414  0.00025877
     5.46667 0.000157828 0.000156387
     5.73333  0.00010101 0.000100088
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0141989  0.00262418
         0.4   0.0622582  0.00465207
    0.666667    0.162097  0.00675392
    0.933333    0.269519    0.011923
         1.2    0.412109   0.0158216
     1.46667    0.487227   0.0161141
     1.73333    0.454607   0.0134148
           2    0.436297   0.0106961
     2.26667    0.365234  0.00899034
     2.53333    0.374206   0.0330659
         2.8    0.269314   0.0110971
     3.06667    0.207794   0.0114923
     3.33333    0.119668  0.00839148
         3.6   0.0738405  0.00647652
     3.86667   0.0206721  0.00342645
     4.13333    0.012748  0.00267423
         4.4  0.00585938  0.00137431
     4.66667  0.00109127 0.000417267
     4.93333  0.00062004 0.000491963
         5.2 0.000384425 0.000254243
     5.46667  0.00015501  0.00015362
     5.73333 9.92063e-05 9.83166e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0146808  0.00262201
         0.4   0.0617446  0.00459871
    0.666667    0.162366  0.00664079
    0.933333    0.271826    0.011935
         1.2    0.410057   0.0156765
     1.46667    0.489279   0.0159615
     1.73333    0.458553   0.0137475
           2    0.435191   0.0105655
     2.26667    0.362616  0.00920609
     2.53333    0.373642   0.0324906
         2.8    0.267519   0.0110466
     3.06667    0.206713   0.0113414
     3.33333    0.119036  0.00826798
         3.6   0.0746589  0.00641439
     3.86667   0.0209186  0.00337519
     4.13333   0.0125244  0.00263665
         4.4  0.00636574  0.00144047
     4.66667  0.00107212 0.000410385
     4.93333 0.000609162 0.000483452
         5.2  0.00037768 0.000249872
     5.46667  0.00015229 0.000150949
     5.73333 9.74659e-05 9.66071e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0154095  0.00267614
         0.4   0.0619672   0.0045248
    0.666667    0.163087  0.00656528
    0.933333    0.275563   0.0123002
         1.2    0.407423   0.0156259
     1.46667    0.489931   0.0156996
     1.73333    0.461554   0.0138342
           2    0.435734   0.0103973
     2.26667    0.359716  0.00949299
     2.53333    0.370708   0.0320626
         2.8      0.2662   0.0109347
     3.06667    0.206023   0.0111668
     3.33333    0.117846  0.00821066
         3.6   0.0752455  0.00633056
     3.86667   0.0217553  0.00341912
     4.13333   0.0125479  0.00259129
         4.4  0.00702227  0.00155808
     4.66667  0.00105364 0.000403726
     4.93333 0.000598659 0.000475231
         5.2 0.000371169 0.000245649
     5.46667 0.000149665 0.000148369
     5.73333 9.57854e-05 9.49561e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0157368  0.00265073
         0.4   0.0629532  0.00455427
    0.666667    0.165696  0.00695309
    0.933333    0.277713   0.0122782
         1.2    0.405432   0.0154875
     1.46667    0.490601   0.0154478
     1.73333    0.462994   0.0136745
           2    0.435275   0.0102311
     2.26667    0.357527  0.00958119
     2.53333    0.367661   0.0316636
         2.8    0.265696   0.0107609
     3.06667     0.20462   0.0110653
     3.33333    0.117032  0.00811179
         3.6   0.0761005  0.00628075
     3.86667   0.0218279  0.00336194
     4.13333   0.0133121  0.00265769
         4.4  0.00759181  0.00163245
     4.66667  0.00103578 0.000397278
     4.93333 0.000588512 0.000467284
         5.2 0.000364878 0.000241566
     5.46667 0.000147128 0.000145876
     5.73333  9.4162e-05 9.33606e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0162847  0.00266257
         0.4   0.0642187  0.00465089
    0.666667    0.167425  0.00704893
    0.933333    0.278559   0.0121027
         1.2    0.404265   0.0152732
     1.46667     0.49195   0.0152491
     1.73333    0.463056   0.0134467
           2    0.434259    0.010111
     2.26667     0.35776  0.00942435
     2.53333    0.364554   0.0312879
         2.8    0.265561   0.0105824
     3.06667     0.20327   0.0109629
     3.33333    0.115932  0.00805081
         3.6   0.0763773  0.00618216
     3.86667   0.0217477  0.00330686
     4.13333   0.0145428  0.00288429
         4.4  0.00804398  0.00166669
     4.66667  0.00101852 0.000391031
     4.93333 0.000578704 0.000459599
         5.2 0.000358796 0.000237616
     5.46667 0.000144676 0.000143465
     5.73333 9.25926e-05 9.18177e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333    0.016752  0.00265962
         0.4   0.0654656  0.00473884
    0.666667    0.167094  0.00694115
    0.933333    0.280476   0.0120552
         1.2    0.402857   0.0150876
     1.46667    0.492999   0.0150351
     1.73333    0.464663    0.013322
           2    0.432571   0.0100852
     2.26667    0.358868  0.00933475
     2.53333    0.361971   0.0308815
         2.8    0.264373   0.0104755
     3.06667    0.201975   0.0108594
     3.33333    0.116183  0.00792275
         3.6     0.07611   0.0060866
     3.86667   0.0224613  0.00332876
     4.13333   0.0145435  0.00283701
         4.4  0.00848133  0.00169578
     4.66667  0.00100182 0.000384977
     4.93333 0.000569217 0.000452163
         5.2 0.000352914 0.000233794
     5.46667 0.000142304 0.000141133
     5.73333 9.10747e-05 9.03251e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0171315  0.00264365
         0.4   0.0664595  0.00476548
    0.666667    0.167927  0.00687902
    0.933333    0.280628   0.0118617
         1.2    0.402369   0.0148521
     1.46667    0.493352   0.0147968
     1.73333    0.466392   0.0132189
           2    0.430819   0.0100736
     2.26667    0.360456   0.0093182
     2.53333    0.359045   0.0305217
         2.8    0.262237    0.010522
     3.06667     0.20168   0.0106882
     3.33333     0.11772  0.00794259
         3.6   0.0752296  0.00605176
     3.86667   0.0228775  0.00330098
     4.13333   0.0146505  0.00279327
         4.4  0.00890457  0.00172043
     4.66667 0.000985663 0.000379107
     4.93333 0.000560036 0.000444963
         5.2 0.000347222 0.000230092
     5.46667 0.000140009 0.000138875
     5.73333 8.96057e-05 8.88802e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0174107  0.00261639
         0.4   0.0667714  0.00470003
    0.666667    0.168618  0.00680444
    0.933333    0.280506    0.011674
         1.2    0.402535   0.0146173
     1.46667    0.494224   0.0145876
