# VELOCITY:     AVE_POFV:        ERROR:
     1.73333    0.467984   0.0131046
           2    0.431256  0.00992314
     2.26667    0.359932  0.00918502
     2.53333    0.355886   0.0302002
         2.8    0.261679   0.0103698
     3.06667    0.201284   0.0105259
     3.33333     0.11719  0.00783413
         3.6   0.0751709  0.00595598
     3.86667   0.0237324  0.00335746
     4.13333    0.014418  0.00275859
         4.4  0.00931437  0.00174125
     4.66667 0.000970018 0.000373412
     4.93333 0.000551146 0.000437989
         5.2 0.000341711 0.000226506
     5.46667 0.000137787 0.000136689
     5.73333 8.81834e-05 8.74808e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0176812  0.00258946
         0.4   0.0668566  0.00462737
    0.666667    0.168799  0.00670053
    0.933333    0.281207   0.0115126
         1.2    0.402772   0.0143909
     1.46667    0.496587   0.0145498
     1.73333    0.467036   0.0129341
           2    0.431603  0.00977416
     2.26667    0.360704  0.00907394
     2.53333    0.353396   0.0298308
         2.8    0.260786   0.0102462
     3.06667    0.200722   0.0103765
     3.33333    0.116504  0.00774173
         3.6   0.0745714  0.00589301
     3.86667   0.0246094  0.00341763
     4.13333   0.0143989  0.00271556
         4.4  0.00971137  0.00175872
     4.66667 0.000954861 0.000367885
     4.93333 0.000542535  0.00043123
         5.2 0.000336372  0.00022303
     5.46667 0.000135634  0.00013457
     5.73333 8.68056e-05 8.61247e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0175321  0.00255391
         0.4   0.0676656  0.00462636
    0.666667    0.169071  0.00660295
    0.933333    0.280764    0.011344
         1.2    0.403643   0.0141958
     1.46667    0.499103   0.0145417
     1.73333    0.467014   0.0127351
           2    0.432356  0.00965276
     2.26667    0.361234  0.00894979
     2.53333    0.350999    0.029468
         2.8    0.259103   0.0102258
     3.06667    0.199311   0.0103123
     3.33333    0.116245  0.00762697
         3.6   0.0735684  0.00588709
     3.86667   0.0254647  0.00347044
     4.13333   0.0148077  0.00270438
         4.4   0.0100962  0.00177325
     4.66667 0.000940171 0.000362518
     4.93333 0.000534188 0.000424676
         5.2 0.000331197 0.000219659
     5.46667 0.000133547 0.000132516
     5.73333 8.54701e-05 8.48101e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0172664  0.00252899
         0.4   0.0687027  0.00467105
    0.666667    0.169039  0.00650298
    0.933333    0.281939   0.0112329
         1.2    0.404061   0.0139869
     1.46667    0.500284   0.0143693
     1.73333    0.466972   0.0125422
           2    0.433491  0.00957305
     2.26667    0.361322  0.00881461
     2.53333     0.34929   0.0290711
         2.8    0.256745   0.0103392
     3.06667    0.198758   0.0101708
     3.33333    0.115504  0.00754729
         3.6   0.0732639  0.00580576
     3.86667    0.026431  0.00354982
     4.13333   0.0146096  0.00267065
         4.4   0.0102062   0.0017498
     4.66667  0.00104693 0.000372413
     4.93333 0.000526094 0.000418319
         5.2 0.000326178 0.000216388
     5.46667 0.000131524 0.000130523
     5.73333 8.41751e-05  8.3535e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0170346  0.00250185
         0.4   0.0695585  0.00467908
    0.666667    0.169761  0.00644579
    0.933333    0.282592   0.0110842
         1.2     0.40496   0.0138069
     1.46667    0.499269   0.0141907
     1.73333    0.467273   0.0123586
           2    0.434038  0.00944578
     2.26667    0.363236   0.0088885
     2.53333    0.348134   0.0286601
         2.8    0.253814    0.010592
     3.06667    0.198181   0.0100354
     3.33333     0.11448  0.00750383
         3.6   0.0736474  0.00573176
     3.86667   0.0271403  0.00356701
     4.13333   0.0144434  0.00263595
         4.4   0.0102405  0.00172402
     4.66667  0.00114532 0.000379629
     4.93333 0.000518242 0.000412149
         5.2  0.00032131 0.000213213
     5.46667 0.000129561  0.00012859
     5.73333 8.29187e-05 8.22976e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0167841  0.00247757
         0.4   0.0696691  0.00461158
    0.666667    0.171604  0.00660945
    0.933333     0.28318   0.0109368
         1.2    0.405081   0.0136044
     1.46667    0.497462   0.0140966
     1.73333    0.468393   0.0122275
           2    0.434692  0.00932944
     2.26667    0.364241  0.00881446
     2.53333     0.34713   0.0282562
         2.8    0.251797   0.0106265
     3.06667    0.198152  0.00988786
     3.33333    0.114093  0.00740343
         3.6   0.0737643  0.00564866
     3.86667   0.0274714  0.00352988
     4.13333    0.014231  0.00260573
         4.4   0.0100899  0.00170523
     4.66667  0.00112847  0.00037442
     4.93333 0.000510621 0.000406158
         5.2 0.000316585  0.00021013
     5.46667 0.000127655 0.000126713
     5.73333 8.16993e-05 8.10964e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0165409  0.00245357
         0.4   0.0699225   0.0045517
    0.666667    0.173878  0.00689358
    0.933333    0.284149    0.010821
         1.2    0.404846   0.0134092
     1.46667    0.494872   0.0141282
     1.73333    0.468599    0.012052
           2     0.43367  0.00924994
     2.26667    0.367064  0.00912758
     2.53333     0.34694   0.0278474
         2.8    0.250735   0.0105255
     3.06667    0.198173  0.00974458
     3.33333    0.113537  0.00731702
         3.6   0.0733947  0.00557887
     3.86667   0.0275765  0.00348029
     4.13333   0.0140248  0.00257612
         4.4  0.00994364  0.00168677
     4.66667  0.00111212  0.00036935
     4.93333 0.000503221  0.00040034
         5.2 0.000311997 0.000207134
     5.46667 0.000125805  0.00012489
     5.73333 8.05153e-05 7.99297e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0163046  0.00242987
         0.4   0.0696577  0.00449437
    0.666667    0.175734   0.0070406
    0.933333    0.286944   0.0110217
         1.2    0.401969   0.0135228
     1.46667    0.493135   0.0140328
     1.73333    0.469405   0.0119067
           2    0.432059  0.00925719
     2.26667    0.370828  0.00974248
     2.53333    0.347202   0.0274508
         2.8    0.250114   0.0103934
     3.06667    0.197763  0.00961401
     3.33333    0.112634  0.00726796
         3.6   0.0728423  0.00552646
     3.86667   0.0276786  0.00343207
     4.13333   0.0138244   0.0025471
         4.4  0.00980159  0.00166865
     4.66667  0.00109623 0.000364415
     4.93333 0.000496032 0.000394685
         5.2  0.00030754 0.000204223
     5.46667 0.000124008 0.000123119
     5.73333 7.93651e-05 7.87961e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0160749  0.00240647
         0.4   0.0703492  0.00448394
    0.666667    0.175474  0.00694623
    0.933333    0.288884   0.0110358
         1.2    0.400616   0.0133998
     1.46667    0.491031    0.013992
     1.73333    0.470711   0.0118105
           2    0.431534  0.00914168
     2.26667    0.372809  0.00980454
     2.53333    0.348548   0.0270971
         2.8    0.249638   0.0102579
     3.06667    0.196875  0.00951951
     3.33333    0.112006  0.00719266
         3.6   0.0721342   0.0054938
     3.86667   0.0275528  0.00338603
     4.13333   0.0139818  0.00251608
         4.4  0.00970755  0.00164779
     4.66667  0.00108079  0.00035961
     4.93333 0.000489045 0.000389188
         5.2 0.000303208 0.000201393
     5.46667 0.000122261 0.000121397
     5.73333 7.82473e-05 7.76943e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0159867  0.00237467
         0.4   0.0712336  0.00450804
    0.666667    0.176538  0.00693076
    0.933333     0.28885   0.0108826
         1.2    0.400627   0.0132137
     1.46667    0.488667   0.0139959
     1.73333    0.471571   0.0116777
           2    0.431346  0.00901663
     2.26667    0.374802  0.00986889
     2.53333    0.347671   0.0267349
         2.8    0.250058    0.010124
     3.06667    0.195872     0.00944
     3.33333     0.11169  0.00709971
         3.6   0.0716001  0.00544339
     3.86667   0.0276813  0.00334144
     4.13333    0.013831  0.00248565
         4.4  0.00992959   0.0016398
     4.66667  0.00106578 0.000354928
     4.93333 0.000482253 0.000383842
         5.2 0.000298997  0.00019864
     5.46667 0.000120563 0.000119723
     5.73333 7.71605e-05 7.66228e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333    0.015782  0.00235095
         0.4   0.0711377  0.00444731
    0.666667    0.178139  0.00701827
    0.933333    0.290539   0.0108638
         1.2     0.39931   0.0130981
     1.46667    0.486986   0.0139047
     1.73333    0.472907   0.0115939
           2    0.430541  0.00892899
     2.26667    0.375133  0.00973924
     2.53333    0.347103   0.0263747
         2.8    0.251127   0.0100417
     3.06667    0.195139   0.0093391
     3.33333    0.110987  0.00703711
         3.6   0.0719368  0.00537923
     3.86667   0.0277778  0.00329706
     4.13333   0.0136416  0.00245881
         4.4  0.00979357  0.00162297
     4.66667  0.00105118 0.000350366
     4.93333 0.000475647  0.00037864
         5.2 0.000294901 0.000195961
     5.46667 0.000118912 0.000118094
     5.73333 7.61035e-05 7.55804e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0158315   0.0023197
         0.4   0.0714292  0.00439675
    0.666667    0.178317  0.00692569
    0.933333    0.291221   0.0107384
         1.2    0.398902   0.0129275
     1.46667    0.486116    0.013744
     1.73333    0.474808    0.011592
           2    0.429448  0.00887498
     2.26667    0.374648   0.0096197
     2.53333    0.348217   0.0260418
         2.8    0.250971  0.00990719
     3.06667    0.194576  0.00922985
     3.33333    0.111045  0.00694226
         3.6   0.0714902  0.00532504
     3.86667   0.0278716  0.00325384
     4.13333   0.0134572  0.00243248
         4.4  0.00966122  0.00160642
     4.66667  0.00103697 0.000345919
     4.93333 0.000469219 0.000373578
         5.2 0.000290916 0.000193353
     5.46667 0.000117305  0.00011651
     5.73333 7.50751e-05 7.45661e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0156204  0.00229835
         0.4   0.0714352  0.00433813
    0.666667    0.178324  0.00683335
    0.933333    0.290796   0.0106036
         1.2    0.399213   0.0127589
     1.46667    0.485398   0.0135795
     1.73333    0.476528   0.0115643
           2    0.429347  0.00875722
     2.26667    0.375907  0.00957352
     2.53333    0.348065    0.025695
         2.8     0.24931  0.00991337
     3.06667    0.195023  0.00911762
     3.33333    0.111634  0.00687462
         3.6    0.070662  0.00531806
     3.86667    0.027963  0.00321174
     4.13333   0.0132778  0.00240666
         4.4  0.00953241  0.00159016
     4.66667  0.00102315 0.000341583
     4.93333 0.000462963  0.00036865
         5.2 0.000287037 0.000190814
     5.46667 0.000115741 0.000114967
     5.73333 7.40741e-05 7.35786e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0154148  0.00227728
         0.4   0.0721446  0.00433866
    0.666667     0.17781  0.00676277
    0.933333       0.292   0.0105322
         1.2    0.398908   0.0125946
     1.46667    0.486006   0.0134144
     1.73333    0.476896    0.011418
           2     0.42744  0.00884731
     2.26667    0.377499  0.00957895
     2.53333    0.348008    0.025357
         2.8      0.2483  0.00983422
     3.06667    0.194673  0.00900438
     3.33333     0.11186  0.00678788
         3.6   0.0703262  0.00525868
     3.86667   0.0282666   0.0031838
     4.13333   0.0131031  0.00238132
         4.4  0.00940698  0.00157417
     4.66667  0.00100969 0.000337354
     4.93333 0.000456871 0.000363849
         5.2  0.00028326 0.000188341
     5.46667 0.000114218 0.000113464
     5.73333 7.30994e-05 7.26169e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0154987  0.00224925
         0.4   0.0717848   0.0042972
    0.666667    0.178211  0.00668681
    0.933333    0.293534   0.0105064
         1.2    0.397984   0.0124649
     1.46667    0.485624   0.0132457
     1.73333    0.478783   0.0114247
           2    0.425275  0.00899332
     2.26667    0.379144  0.00959476
     2.53333    0.347371   0.0250357
         2.8    0.247389  0.00974864
     3.06667    0.194575  0.00888797
     3.33333    0.111855  0.00669973
         3.6   0.0701479   0.0051934
     3.86667   0.0286932   0.0031709
     4.13333   0.0129329  0.00235647
         4.4  0.00928481  0.00155846
     4.66667 0.000996573 0.000333228
     4.93333 0.000450938 0.000359172
         5.2 0.000279582 0.000185931
     5.46667 0.000112734    0.000112
     5.73333 7.21501e-05   7.168e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0155716   0.0022216
         0.4   0.0710381   0.0043065
    0.666667    0.177177  0.00668053
    0.933333    0.295286   0.0105168
         1.2    0.398357   0.0123107
     1.46667    0.486512   0.0131055
     1.73333    0.478121   0.0112974
           2    0.425516  0.00888125
     2.26667    0.379447  0.00947654
     2.53333    0.345161    0.024812
         2.8     0.24854  0.00969135
     3.06667    0.194582  0.00877402
     3.33333    0.112228  0.00662423
         3.6   0.0698718  0.00513416
     3.86667   0.0287705  0.00313119
     4.13333   0.0127671  0.00233209
         4.4  0.00916578  0.00154302
     4.66667 0.000983796   0.0003292
     4.93333 0.000445157 0.000354614
         5.2 0.000275997 0.000183582
     5.46667 0.000111289 0.000110573
     5.73333 7.12251e-05  7.0767e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0157085  0.00219769
         0.4   0.0703147  0.00431232
    0.666667    0.176411  0.00663973
    0.933333    0.297218   0.0105597
         1.2    0.397838   0.0121658
     1.46667     0.48728   0.0129622
     1.73333    0.476719   0.0112411
           2    0.427844  0.00906864
     2.26667    0.378912  0.00937169
     2.53333    0.344352   0.0245112
         2.8    0.248958   0.0095777
     3.06667    0.194044  0.00867944
     3.33333    0.112258  0.00654044
         3.6   0.0695719  0.00507792
     3.86667   0.0290524  0.00310422
     4.13333   0.0126055  0.00230816
         4.4  0.00904975  0.00152785
     4.66667 0.000971343 0.000325269
     4.93333 0.000439522  0.00035017
         5.2 0.000272504 0.000181291
     5.46667  0.00010988 0.000109183
     5.73333 7.03235e-05  6.9877e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0156207  0.00217197
         0.4   0.0702648   0.0042587
    0.666667    0.176354  0.00655698
    0.933333    0.297383    0.010429
         1.2     0.39684   0.0120545
     1.46667    0.487973   0.0128186
     1.73333    0.478459   0.0112345
           2    0.427157  0.00898124
     2.26667    0.379748   0.0092918
     2.53333    0.344201   0.0242052
         2.8    0.249058   0.0094585
     3.06667    0.193164  0.00861548
     3.33333    0.111714  0.00648126
         3.6   0.0694965    0.005015
     3.86667   0.0293403  0.00307873
     4.13333   0.0124479  0.00228468
         4.4  0.00893663  0.00151293
     4.66667 0.000959201 0.000321429
     4.93333 0.000434028 0.000345836
         5.2 0.000269097 0.000179057
     5.46667 0.000108507 0.000107827
     5.73333 6.94444e-05 6.90091e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0155007  0.00214847
         0.4   0.0702503  0.00420615
    0.666667     0.17659  0.00648028
    0.933333    0.296249   0.0103617
         1.2    0.396001   0.0119349
     1.46667    0.488717    0.012682
     1.73333    0.480204   0.0112305
           2    0.427769  0.00889119
     2.26667    0.380877   0.0092454
     2.53333    0.343921    0.023908
         2.8     0.24889  0.00934323
     3.06667    0.192297  0.00855265
     3.33333    0.110892  0.00645315
         3.6   0.0694959  0.00495309
     3.86667   0.0294067  0.00304144
     4.13333   0.0122942  0.00226163
         4.4   0.0088263  0.00149827
     4.66667 0.000947359 0.000317679
     4.93333 0.000428669 0.000341608
         5.2 0.000265775 0.000176877
     5.46667 0.000107167 0.000106504
     5.73333 6.85871e-05 6.81624e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0153117  0.00213057
         0.4   0.0695757  0.00420861
    0.666667    0.177232  0.00643289
    0.933333    0.296041   0.0102374
         1.2    0.394419   0.0118937
     1.46667    0.490511   0.0126535
     1.73333    0.481991   0.0112348
           2    0.427553  0.00878538
     2.26667    0.381928  0.00919213
     2.53333    0.342823   0.0236417
         2.8    0.249458  0.00924655
     3.06667    0.191569  0.00847924
     3.33333    0.109896  0.00645096
         3.6    0.069563  0.00489314
     3.86667   0.0294715  0.00300504
     4.13333   0.0121443  0.00223902
         4.4  0.00871867  0.00148386
     4.66667 0.000935806 0.000314015
     4.93333 0.000423442 0.000337482
         5.2 0.000262534  0.00017475
     5.46667  0.00010586 0.000105213
     5.73333 6.77507e-05 6.73363e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0151272  0.00211287
         0.4   0.0692478  0.00417066
    0.666667    0.178158  0.00642182
    0.933333    0.294612   0.0102133
         1.2    0.395202   0.0117761
     1.46667    0.491834     0.01257
     1.73333    0.482354   0.0111053
           2    0.428861  0.00877635
     2.26667    0.380447  0.00919987
     2.53333    0.342462   0.0233596
         2.8    0.250372  0.00918024
     3.06667    0.190608  0.00843136
     3.33333    0.108814  0.00646324
         3.6   0.0699799  0.00485192
     3.86667   0.0294846  0.00296887
     4.13333   0.0120482   0.0022141
         4.4  0.00861362   0.0014697
     4.66667 0.000924531 0.000310434
     4.93333  0.00041834 0.000333454
         5.2 0.000259371 0.000172673
     5.46667 0.000104585 0.000103953
     5.73333 6.69344e-05   6.653e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0149595  0.00209436
         0.4   0.0687789  0.00414728
    0.666667    0.179824  0.00655778
    0.933333    0.293378    0.010166
         1.2    0.395846   0.0116535
     1.46667     0.49375   0.0125656
     1.73333    0.482011   0.0109784
           2     0.42958  0.00870125
     2.26667    0.378795  0.00923751
     2.53333    0.342638   0.0230822
         2.8    0.250426  0.00907111
     3.06667     0.18955  0.00839711
     3.33333    0.108362  0.00640209
         3.6   0.0703869  0.00481119
     3.86667   0.0292328  0.00294418
     4.13333   0.0119378  0.00219049
         4.4  0.00852761  0.00145471
     4.66667 0.000938327 0.000307045
     4.93333 0.000653108 0.000403758
         5.2 0.000256283 0.000170645
     5.46667  0.00010334 0.000102723
     5.73333 6.61376e-05 6.57427e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0148284  0.00207382
         0.4   0.0688807  0.00409974
    0.666667     0.18107    0.006598
    0.933333    0.292688   0.0100698
         1.2    0.396426   0.0115308
     1.46667    0.494526   0.0124417
     1.73333    0.482042   0.0108493
           2    0.430049  0.00861152
     2.26667    0.377721  0.00919106
     2.53333    0.342283   0.0228134
         2.8    0.251352  0.00901157
     3.06667    0.188337  0.00838545
     3.33333    0.107831  0.00634879
         3.6   0.0704493    0.004755
     3.86667   0.0288889  0.00292956
     4.13333   0.0117974  0.00216922
         4.4  0.00842729  0.00144105
     4.66667 0.000980392   0.0003063
     4.93333 0.000845588 0.000442515
         5.2 0.000408497 0.000226572
     5.46667 0.000102124 0.000101522
     5.73333 6.53595e-05 6.49739e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0149871  0.00205576
         0.4   0.0692426    0.004068
    0.666667    0.182118  0.00660395
    0.933333     0.29159   0.0100123
         1.2    0.396035   0.0114034
     1.46667    0.495074   0.0123091
     1.73333    0.484323   0.0109601
           2    0.430019  0.00851144
     2.26667    0.376042  0.00923626
     2.53333    0.342014   0.0225497
         2.8    0.252709  0.00900838
     3.06667    0.186967  0.00839917
     3.33333    0.107122  0.00631441
         3.6   0.0704377  0.00469972
     3.86667   0.0286337  0.00290659
     4.13333   0.0118782   0.0021455
         4.4  0.00836563  0.00142562
     4.66667  0.00100533 0.000303752
     4.93333 0.000868056  0.00043794
         5.2 0.000403747 0.000223987
     5.46667 0.000100937 0.000100348
     5.73333 6.45995e-05 6.42228e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0150303  0.00203259
         0.4   0.0704941  0.00420936
    0.666667    0.181885  0.00653217
    0.933333    0.291415  0.00989879
         1.2    0.395666   0.0112783
     1.46667    0.495035   0.0121677
     1.73333     0.48582   0.0109359
           2    0.431062  0.00847737
     2.26667    0.374996  0.00918909
     2.53333     0.34106   0.0223107
         2.8    0.253843  0.00897595
     3.06667    0.185544  0.00842226
     3.33333    0.106709  0.00625533
         3.6   0.0703105  0.00464742
     3.86667   0.0283046  0.00289175
     4.13333    0.012049  0.00212763
         4.4  0.00836127  0.00140924
     4.66667 0.000993774 0.000300481
     4.93333 0.000858078 0.000433019
         5.2 0.000399106 0.000221461
     5.46667 9.97765e-05 9.92014e-05
     5.73333  6.3857e-05 6.34889e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0149266  0.00201214
         0.4   0.0710425  0.00419709
    0.666667    0.183018  0.00655548
    0.933333    0.291702  0.00979046
         1.2    0.395103   0.0111641
     1.46667     0.49579   0.0120528
     1.73333    0.485085   0.0108363
           2    0.431704  0.00840526
     2.26667    0.375016  0.00908469
     2.53333    0.340479   0.0220647
         2.8    0.254605  0.00890618
     3.06667    0.184292  0.00841913
     3.33333    0.105883  0.00623853
         3.6   0.0704624  0.00459709
     3.86667   0.0283223  0.00285895
     4.13333    0.011916   0.0021076
         4.4  0.00826626  0.00139642
     4.66667 0.000982481 0.000297278
     4.93333 0.000848327 0.000428209
         5.2 0.000394571 0.000218991
     5.46667 9.86427e-05 9.80806e-05
     5.73333 6.31313e-05 6.27716e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0147589  0.00199651
         0.4   0.0712586  0.00415549
    0.666667    0.183817  0.00653039
    0.933333    0.292646  0.00972583
         1.2    0.395034   0.0110389
     1.46667    0.496126    0.011922
     1.73333    0.484363   0.0107386
           2    0.430716  0.00836872
     2.26667    0.375355  0.00898895
     2.53333    0.340734   0.0218182
         2.8    0.255536  0.00885468
     3.06667    0.183583  0.00835434
     3.33333    0.104783  0.00626466
         3.6   0.0708177  0.00455915
     3.86667   0.0281562  0.00283164
     4.13333   0.0117821  0.00208817
         4.4  0.00817338  0.00138382
     4.66667 0.000971442 0.000294143
     4.93333 0.000838795 0.000423503
         5.2 0.000390137 0.000216575
     5.46667 9.75343e-05 9.69848e-05
     5.73333  6.2422e-05 6.20703e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0150077  0.00198977
         0.4   0.0710918  0.00411267
    0.666667     0.18439  0.00648295
    0.933333    0.293453  0.00965119
         1.2    0.394958   0.0109165
     1.46667    0.496543   0.0117969
     1.73333    0.483715   0.0106388
           2    0.429163  0.00841854
     2.26667    0.375922  0.00890694
     2.53333    0.339487   0.0216114
         2.8    0.258059  0.00910875
     3.06667    0.183005  0.00828146
     3.33333    0.104448  0.00620399
         3.6   0.0704591  0.00452257
     3.86667   0.0282292  0.00280112
     4.13333   0.0116512  0.00206907
         4.4  0.00808256  0.00137142
     4.66667 0.000960648 0.000291073
     4.93333 0.000829475   0.0004189
         5.2 0.000385802 0.000214212
     5.46667 9.64506e-05 9.59133e-05
     5.73333 6.17284e-05 6.13845e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0153121  0.00199105
         0.4   0.0711615  0.00406806
    0.666667     0.18576  0.00655479
    0.933333    0.293159  0.00954962
         1.2    0.395719   0.0108231
     1.46667    0.496387   0.0116683
     1.73333    0.483154   0.0105367
           2    0.427057  0.00858545
     2.26667    0.374729   0.0088886
     2.53333    0.340251   0.0213875
         2.8    0.260604  0.00935723
     3.06667    0.182792  0.00819322
     3.33333    0.103724  0.00617794
         3.6   0.0700664  0.00448989
     3.86667   0.0283005  0.00277125
     4.13333   0.0115232  0.00205029
         4.4  0.00799374  0.00135922
     4.66667 0.000950092 0.000288065
     4.93333  0.00082036 0.000414396
         5.2 0.000381563   0.0002119
     5.46667 9.53907e-05 9.48651e-05
     5.73333 6.10501e-05 6.07137e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0159005  0.00205451
         0.4   0.0711541  0.00402385
    0.666667    0.186617   0.0065393
    0.933333    0.293471  0.00945092
         1.2    0.395905    0.010707
     1.46667    0.496633    0.011544
     1.73333    0.482813   0.0104277
           2    0.425147  0.00870188
     2.26667    0.373713  0.00884986
     2.53333    0.340644   0.0211586
         2.8    0.262817   0.0095137
     3.06667    0.182571  0.00810713
     3.33333    0.102974  0.00615615
         3.6   0.0696822   0.0044575
     3.86667   0.0281024   0.0027482
     4.13333   0.0116659  0.00203296
         4.4  0.00790685  0.00134722
     4.66667 0.000939764 0.000285119
     4.93333 0.000811443 0.000409988
         5.2 0.000377415 0.000209637
     5.46667 9.43539e-05 9.38397e-05
     5.73333 6.03865e-05 6.00574e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0165285  0.00212624
         0.4   0.0716585  0.00401206
    0.666667    0.186802   0.0064716
    0.933333    0.292264  0.00942602
         1.2    0.396785    0.010628
     1.46667    0.497118   0.0114301
     1.73333    0.482019   0.0103457
           2    0.425302  0.00860969
     2.26667    0.372487  0.00883918
     2.53333    0.340289   0.0209341
         2.8    0.264083  0.00949526
     3.06667     0.18318  0.00804282
     3.33333    0.102382  0.00611835
         3.6   0.0693063  0.00442539
     3.86667   0.0281735  0.00271957
     4.13333   0.0115405  0.00201497
         4.4  0.00782183  0.00133541
     4.66667 0.000929659 0.000282232
     4.93333 0.000802718 0.000405672
         5.2 0.000373357 0.000207422
     5.46667 9.33393e-05 9.28361e-05
     5.73333 5.97372e-05 5.94151e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
