1 1 2.13905 0.945485 21.1643 0.199382
2 1 2.13905 0.945485 21.1256 0.211832
3 1 2.13905 0.945485 21.736 0.189741
4 1 2.13905 0.945485 21.3956 0.245672
5 1 2.12561 1.02744 22.1574 0.234159
6 0.95 2.12561 1.02744 22.8358 0.254694
7 0.95 2.12561 1.02744 22.1247 0.244704
8 0.95 2.12561 1.02744 22.2159 0.245567
9 0.95 2.12561 1.02744 22.8058 0.233103
10 0.95 2.07429 1.10448 22.8072 0.289719
11 0.9025 2.05941 1.15661 22.6649 0.282085
12 0.9025 1.98309 1.18234 20.9901 0.259727
13 0.9025 1.95384 1.18967 19.6971 0.257778
14 0.9025 1.95384 1.18967 19.5493 0.247927
15 0.9025 2.01351 1.20587 21.9102 0.251585
16 0.857375 1.92453 1.19612 18.7105 0.233836
17 0.857375 1.92453 1.19612 18.8774 0.220818
18 0.857375 1.92453 1.19612 19.1562 0.253709
19 0.857375 1.87134 1.09967 14.6403 0.188361
20 0.857375 1.91814 1.05632 15.6385 0.177049
21 0.814506 1.91814 1.05632 15.4112 0.177397
22 0.814506 1.91814 1.05632 15.5873 0.17962
23 0.814506 1.91814 1.05632 15.8359 0.175328
24 0.814506 1.93107 1.00707 15.2219 0.189606
25 0.814506 1.93107 1.00707 15.4412 0.198702
26 0.773781 1.8383 0.96011 11.469 0.145057
27 0.773781 1.76127 1.05538 11.5149 0.18761
28 0.773781 1.76127 1.05538 11.4317 0.162985
29 0.773781 1.67751 1.03816 9.15099 0.127173
30 0.773781 1.67329 1.01235 8.74717 0.124507
31 0.735092 1.59192 1.00403 6.70964 0.112499
32 0.735092 1.53705 1.00531 5.87158 0.0996263
33 0.735092 1.58924 0.950391 6.10315 0.0860539
34 0.735092 1.58924 0.950391 6.07579 0.0871587
35 0.735092 1.64139 1.04369 8.13517 0.1319
36 0.698337 1.64139 1.04369 8.24971 0.12242
37 0.698337 1.64139 1.04369 8.27619 0.12715
38 0.698337 1.57049 1.08047 7.20524 0.107018
39 0.698337 1.50345 1.10071 6.21829 0.10859
40 0.698337 1.42829 1.08932 4.94171 0.0887348
41 0.66342 1.34902 1.10304 4.02104 0.0927035
42 0.66342 1.34902 1.10304 4.07559 0.0874376
43 0.66342 1.34902 1.10304 4.11642 0.0797876
44 0.66342 1.34902 1.10304 4.15629 0.0928919
45 0.66342 1.39618 1.07183 4.2697 0.0782414
46 0.630249 1.31304 1.13692 4.04045 0.0841826
47 0.630249 1.31304 1.13692 3.9534 0.0869682
48 0.630249 1.31304 1.13692 3.93955 0.0861158
49 0.630249 1.31304 1.13692 3.92384 0.0872202
50 0.630249 1.38733 1.19279 5.367 0.0994351
51 0.598737 1.38733 1.19279 5.55687 0.121852
52 0.598737 1.32136 1.28359 5.35178 0.118497
53 0.598737 1.28491 1.25298 4.66157 0.113869
54 0.598737 1.28491 1.25298 4.59145 0.0970787
55 0.598737 1.2241 1.29625 4.46367 0.115283
56 0.5688 1.23395 1.27239 4.12021 0.0978218
57 0.5688 1.23395 1.27239 4.34546 0.0936809
58 0.5688 1.24381 1.2981 4.36894 0.113635
59 0.5688 1.24381 1.2981 4.87322 0.131497
60 0.5688 1.24381 1.2981 4.45665 0.116933
61 0.54036 1.16621 1.38521 4.71196 0.126195
62 0.54036 1.16308 1.47666 5.41006 0.153207
63 0.54036 1.2155 1.4824 6.27166 0.14607
64 0.54036 1.2155 1.4824 6.24771 0.168241
65 0.54036 1.2155 1.4824 6.32009 0.172629
66 0.513342 1.16808 1.45176 5.41365 0.141268
67 0.513342 1.16808 1.45176 5.51364 0.148406
68 0.513342 1.16808 1.45176 5.32532 0.119546
69 0.513342 1.09266 1.47453 4.72419 0.135763
70 0.513342 1.09266 1.47453 4.79185 0.142773
71 0.487675 1.05283 1.52841 5.13985 0.140087
72 0.487675 1.11604 1.53236 5.86179 0.169756
73 0.487675 1.17457 1.48225 5.79979 0.13482
74 0.487675 1.17457 1.48225 5.76753 0.151043
75 0.487675 1.17457 1.48225 5.74853 0.151883
76 0.463291 1.21086 1.5117 6.65911 0.191575
77 0.463291 1.20869 1.42435 5.34288 0.124563
78 0.463291 1.15238 1.34028 3.86101 0.104614
79 0.463291 1.06359 1.26279 2.5174 0.0657977
80 0.463291 1.05629 1.23492 2.42519 0.0684643
81 0.440127 0.984703 1.27465 2.25115 0.0689049
82 0.440127 0.994072 1.19498 1.73817 0.0578228
83 0.440127 1.00954 1.12283 1.34036 0.0474756
84 0.440127 0.99762 1.05072 0.877707 0.0399939
85 0.440127 0.99762 1.05072 0.927446 0.0477557
86 0.41812 0.99762 1.05072 0.907166 0.0351567
87 0.41812 1.05955 0.973768 0.84168 0.0332719
88 0.41812 1.05955 0.973768 0.886269 0.0355379
89 0.41812 1.05955 0.973768 0.878152 0.0326262
90 0.41812 0.974077 0.998056 0.657045 0.0340928
91 0.397214 1.06636 1.03793 1.2961 0.0565545
92 0.397214 1.03259 1.10798 1.36589 0.0502607
93 0.397214 1.03259 1.10798 1.29486 0.0520137
94 0.397214 0.993295 1.06927 0.957404 0.0386658
95 0.397214 0.92274 1.05429 0.62246 0.0327798
96 0.377354 0.888945 1.02467 0.432293 0.0286229
97 0.377354 0.864033 1.02712 0.299682 0.029717
98 0.377354 0.918636 0.972559 0.326218 0.0281596
