    0.132667   0.0155639 0.000570189
       0.398    0.103486   0.0017964
    0.663333    0.246245  0.00249907
    0.928667    0.397434  0.00287418
       1.194    0.506303  0.00337333
     1.45933    0.554893  0.00350258
     1.72467    0.533983  0.00354521
        1.99    0.457036  0.00345487
     2.25533    0.357513  0.00307289
     2.52067    0.248551  0.00243103
       2.786    0.157126  0.00175169
     3.05133   0.0937648  0.00155817
     3.31667   0.0504144  0.00113303
       3.582   0.0263156 0.000846623
     3.84733   0.0115369 0.000542431
     4.11267   0.0049501 0.000383309
       4.378  0.00228486 0.000277844
     4.64333 0.000841883  0.00015018
     4.90867 0.000385609 0.000106575
       5.174 0.000172739 7.54628e-05
     5.43933 2.61725e-06  2.6107e-06
     5.70467 3.48967e-06 3.48094e-06
        5.97 6.10692e-06 6.09164e-06
     6.23533 1.13414e-05  1.1313e-05
     6.50067 1.91932e-05 1.91451e-05
       6.766           0           0
     7.03133           0           0
     7.29667           0           0
       7.562           0           0
     7.82733           0           0
